rfc_id,discussion_title,discussion_result_comment_id,discussion_input_comment,project
1977,Requests for comment/Why is automatic indefinite blocks allowed on Turkish Wikipedia?,100120,100120,meta.wikimedia
1978,Requests for comment/Ongoing issues at Chinese Wikipedia - Resorting to legal threats and the personal safety of HongKong Wikipedians,100139,100139,meta.wikimedia
1979,Requests for comment/Wikimedia Enterprise,100149,100149,meta.wikimedia
1980,Requests for comment/Wikimedia Enterprise/en,100208,100208,meta.wikimedia
1981,Requests for comment/Wikimedia Enterprise/pt-br,100267,100267,meta.wikimedia
1982,Requests for comment/Wikimedia Enterprise/fr,100326,100326,meta.wikimedia
1983,Requests for comment/Wikimedia Enterprise/de,100385,100385,meta.wikimedia
1984,Requests for comment/Wikimedia Enterprise/ar,100444,100444,meta.wikimedia
1985,Requests for comment/Jusjih's disruptive and abusive behaviours cross projects,100503,100503,meta.wikimedia
1986,Requests for comment/No username when titling any RFC,100544,100544,meta.wikimedia
1987,Requests for comment/Removing all WMC link from wikimedia,100579,100579,meta.wikimedia
1988,Requests for comment/Arabic Wikipedia admins violate policies,100612,100612,meta.wikimedia
1989,Requests for comment/Global ban for 1Goldberg2,100614,100614,meta.wikimedia
1990,Requests for comment/Global ban for Musée Annam,100832,100832,meta.wikimedia
1991,Requests for comment/Stop accepting cryptocurrency donations,100950,100950,meta.wikimedia
1992,Requests for comment/A bureaucrat which supports a troll in the Hebrew Wikipedia,101583,101583,meta.wikimedia
1993,Requests for comment/Use of Spam blacklist for links to copyright violations,101584,101584,meta.wikimedia
1994,Requests for comment/Global ban for Niveles and socks,101612,101612,meta.wikimedia
1995,Requests for comment/Interlinking of accounts involved with paid editing to decrease impersonation/ko,101657,101657,meta.wikimedia
1996,Requests for comment/Wikimedia Enterprise/ko,101658,101658,meta.wikimedia
1997,Requests for comment/Reduce Asturian web presence,101717,101717,meta.wikimedia
1998,Requests for comment/Improve WMF collaboration with social media sites,101723,101723,meta.wikimedia
1999,Requests for comment/De-adminship for Jusjih in certain projects,101729,101729,meta.wikimedia
2000,Requests for comment/Revoking Metaverse's global rename permission,101794,101794,meta.wikimedia
2001,Requests for comment/Technical agreement on dates and times,101822,101822,meta.wikimedia
2002,Requests for comment/Removal of advanced rights,101835,101835,meta.wikimedia
2003,Requests for comment/Global ban for Velimir Ivanovic,101862,101862,meta.wikimedia
2004,Requests for comment/IP-Info for global groups,101923,101923,meta.wikimedia
2005,"Requests for comment/Blatant arbitrariness and abuse on the part of the Arbitration Committee of the Russian Wikipedia, harassment in Wikimedia projects",101939,101939,meta.wikimedia
2006,Requests for comment/Global ban for Александр Мотин 2,101957,101957,meta.wikimedia
2007,Requests for comment/Make all new wikis global bot wikis,102225,102225,meta.wikimedia
2008,Requests for comment/Global ban for Trieu Thuan Son,102251,102251,meta.wikimedia
2009,Requests for comment/Global ban for PlanespotterA320,102257,102257,meta.wikimedia
2010,Requests for comment/Global ban for PlanespotterA320 (2),102285,102285,meta.wikimedia
